Condition|Variant
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Clinical transient ischemic attack (TIA). Symptoms resolved. Initial imaging
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Asymptomatic carotid stenosis. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Recent ischemic infarct; greater than 24 hours. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Suspected venous sinus thrombosis. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known cervical vascular dissection or injury. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known cervical vascular dissection or injury. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Asymptomatic cervical bruit. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Prior ischemic infarct. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known intraparenchymal hemorrhage. No history of trauma. Follow-up imaging study.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Focal neurologic deficit. Clinically suspected acute ischemic stroke. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Clinical transient ischemic attack (TIA). Symptoms resolved. Initial imaging
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Asymptomatic cervical bruit. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Recent ischemic infarct; less than 24 hours. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Clinical transient ischemic attack (TIA). Symptoms resolved. Initial imaging
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Asymptomatic cervical bruit. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Clinical transient ischemic attack (TIA). Symptoms resolved. Initial imaging
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Prior ischemic infarct. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known intraparenchymal hemorrhage. No history of trauma. Follow-up imaging study.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Recent ischemic infarct; less than 24 hours. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known venous sinus thrombosis. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Suspected cervical vascular dissection or injury. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Recent ischemic infarct; greater than 24 hours. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Prior ischemic infarct. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Prior ischemic infarct. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known venous sinus thrombosis. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known intraparenchymal hemorrhage. No history of trauma. Follow-up imaging study.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Focal neurologic deficit. Clinically suspected acute ischemic stroke. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Recent ischemic infarct; less than 24 hours. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Prior ischemic infarct. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Suspected cervical vascular dissection or injury. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Suspected cervical vascular dissection or injury. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Asymptomatic cervical bruit. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Suspected cervical vascular dissection or injury. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Asymptomatic carotid stenosis. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Focal neurologic deficit. Clinically suspected acute ischemic stroke. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Suspected venous sinus thrombosis. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known venous sinus thrombosis. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Recent ischemic infarct; less than 24 hours. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Suspected venous sinus thrombosis. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known cervical vascular dissection or injury. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Prior ischemic infarct. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Recent ischemic infarct; less than 24 hours. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known cervical vascular dissection or injury. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known cervical vascular dissection or injury. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Asymptomatic cervical bruit. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Asymptomatic carotid stenosis. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known cervical vascular dissection or injury. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Suspected cervical vascular dissection or injury. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Recent ischemic infarct; greater than 24 hours. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known venous sinus thrombosis. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Prior ischemic infarct. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Prior ischemic infarct. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Asymptomatic carotid stenosis. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Asymptomatic carotid stenosis. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Suspected cervical vascular dissection or injury. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Suspected venous sinus thrombosis. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Clinical transient ischemic attack (TIA). Symptoms resolved. Initial imaging
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Known venous sinus thrombosis. Surveillance imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Recent ischemic infarct; greater than 24 hours. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Focal neurologic deficit. Clinically suspected acute ischemic stroke. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Clinical transient ischemic attack (TIA). Symptoms resolved. Initial imaging
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Focal neurologic deficit. Clinically suspected acute ischemic stroke. Initial imaging.
Cerebrovascular Diseases-Stroke and Stroke-Related Conditions|Adult. Asymptomatic cervical bruit. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Suspicion for infection with new or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. No neurologic findings. Radiographs show degenerative changes. Next imaging study.
Cervical Neck Pain or Cervical Radiculopathy|New or increasing nontraumatic cervical or neck pain. No “red flags.” Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Cervicogenic headache and new or increasing nontraumatic cervical or neck pain. No neurologic deficit. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Suspicion for infection with new or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain without or with radiculopathy. Radiographs show ossification in the posterior longitudinal ligament (OPLL). Next imaging study.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. No neurologic findings. Radiographs show degenerative changes. Next imaging study.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Prior cervical spine surgery. New or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Prior cervical spine surgery. New or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Suspicion for infection with new or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Prior cervical spine surgery. New or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain without or with radiculopathy. Radiographs show ossification in the posterior longitudinal ligament (OPLL). Next imaging study.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Prior cervical spine surgery. New or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain without or with radiculopathy. Radiographs show ossification in the posterior longitudinal ligament (OPLL). Next imaging study.
Cervical Neck Pain or Cervical Radiculopathy|New or increasing nontraumatic cervical or neck pain. No “red flags.” Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. No neurologic findings. Radiographs show degenerative changes. Next imaging study.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain without or with radiculopathy. Radiographs show ossification in the posterior longitudinal ligament (OPLL). Next imaging study.
Cervical Neck Pain or Cervical Radiculopathy|Suspicion for infection with new or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Cervicogenic headache and new or increasing nontraumatic cervical or neck pain. No neurologic deficit. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|New or increasing nontraumatic cervical or neck pain. No “red flags.” Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|New or increasing nontraumatic cervical radiculopathy. No “red flags.” Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Prior cervical spine surgery. New or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Cervicogenic headache and new or increasing nontraumatic cervical or neck pain. No neurologic deficit. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain without or with radiculopathy. Radiographs show ossification in the posterior longitudinal ligament (OPLL). Next imaging study.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Known malignancy. New or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Cervicogenic headache and new or increasing nontraumatic cervical or neck pain. No neurologic deficit. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. No neurologic findings. Radiographs show degenerative changes. Next imaging study.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|New or increasing nontraumatic cervical radiculopathy. No “red flags.” Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Suspicion for infection with new or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Suspicion for infection with new or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Known malignancy. New or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain without or with radiculopathy. Radiographs show ossification in the posterior longitudinal ligament (OPLL). Next imaging study.
Cervical Neck Pain or Cervical Radiculopathy|Known malignancy. New or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Cervicogenic headache and new or increasing nontraumatic cervical or neck pain. No neurologic deficit. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Suspicion for infection with new or increasing nontraumatic cervical or neck pain or radiculopathy. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain. Initial imaging.
Cervical Neck Pain or Cervical Radiculopathy|Chronic cervical or neck pain without or with radiculopathy. Radiographs show ossification in the posterior longitudinal ligament (OPLL). Next imaging study.
Cervical Neck Pain or Cervical Radiculopathy|Cervicogenic headache and new or increasing nontraumatic cervical or neck pain. No neurologic deficit. Initial imaging.
